country;age;gender;Q1;sad;helpless;anxious;afraid;optimistic;angry;guilty;ashamed;hurt;depressed;despair;grief;powerless;indifferent;Q3;Q6;Doing enough to avoid a climate catastrophe;abandoned;hopeful;protected
Portugal;23;woman;extremely;yes;yes;yes;yes;no;yes;no;yes;no;yes;yes;no;yes;no;no;not at all;yes;very;not at all;very
France;23;woman;moderately;yes;no;no;no;yes;no;yes;yes;yes;yes;yes;no;yes;yes;yes;a little;no;moderately;moderately;moderately
Australia;18;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;not at all;yes;very;a little;extremely
Philippines;23;man;very;yes;yes;yes;yes;no;no;no;yes;no;yes;yes;no;yes;no;no;moderately;no;moderately;very;moderately
Finland;20;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;yes;moderately;no;very;a little;extremely
Philippines;25;man;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;a little;a little;a little
Portugal;22;man;moderately;no;no;no;no;no;no;yes;no;no;no;no;no;yes;yes;no;a little;no;not at all;a little;prefer not to say
Australia;19;woman;moderately;yes;yes;no;no;no;yes;no;no;yes;no;no;no;yes;prefer not to say;no;not at all;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Portugal;24;man;very;yes;no;yes;yes;no;no;yes;yes;no;no;no;no;yes;no;no;a little;no;not at all;a little;not at all
India;20;man;a little;no;no;no;no;yes;no;no;no;no;no;prefer not to say;no;no;no;yes;very;no;not at all;a little;prefer not to say
India;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;very
Australia;25;man;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;moderately;moderately;a little
Finland;23;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;prefer not to say;not at all;prefer not to say;not at all
Philippines;25;man;very;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;moderately;moderately;very
Australia;22;man;extremely;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;yes;no;moderately;no;moderately;moderately;moderately
Philippines;23;man;moderately;yes;yes;yes;yes;no;yes;no;no;no;no;no;yes;yes;no;no;not at all;no;extremely;not at all;extremely
Australia;21;woman;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;no;moderately;a little;a little
Australia;18;man;very;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;a little;no;not at all;a little;moderately
Philippines;19;woman;very;yes;yes;yes;yes;yes;yes;yes;no;yes;no;yes;yes;yes;no;no;not at all;yes;moderately;a little;a little
Finland;19;man;very;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;no;yes;yes;yes;moderately;no;a little;very;a little
India;23;man;prefer not to say;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;very;very
Philippines;25;woman;moderately;yes;no;yes;yes;no;yes;yes;no;yes;no;no;no;yes;no;yes;a little;yes;not at all;very;a little
Brazil;16;woman;very;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;not at all;no;a little;not at all;a little
United Kingdom;24;man;extremely;yes;yes;yes;yes;no;yes;no;yes;yes;no;yes;yes;yes;no;no;moderately;yes;very;a little;very
United Kingdom;21;woman;moderately;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;a little;not at all
Finland;23;woman;extremely;yes;yes;yes;yes;yes;no;yes;no;no;no;yes;yes;yes;no;yes;prefer not to say;prefer not to say;not at all;a little;a little
United Kingdom;18;man;not worried;yes;prefer not to say;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;moderately;yes;a little;extremely;very
Philippines;24;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;not at all;a little;moderately
Finland;25;woman;extremely;no;yes;yes;yes;yes;no;yes;prefer not to say;yes;yes;yes;no;yes;prefer not to say;yes;not at all;yes;a little;moderately;prefer not to say
India;21;man;a little;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;no;not at all;yes;not at all;not at all;a little
Finland;25;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Australia;17;woman;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;yes;not at all;extremely;not at all
India;22;woman;very;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;yes;yes;very;yes;a little;moderately;moderately
India;18;woman;extremely;yes;yes;no;yes;no;no;yes;yes;yes;no;no;no;no;no;no;not at all;yes;moderately;not at all;very
France;18;man;very;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;not at all;prefer not to say;not at all;not at all;not at all
Australia;20;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;very;not at all;extremely
Australia;24;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;prefer not to say;prefer not to say;yes;yes;moderately;prefer not to say;prefer not to say;a little;prefer not to say
Australia;21;man;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;yes;prefer not to say;prefer not to say;a little;prefer not to say;prefer not to say;a little;prefer not to say
Finland;24;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;yes;a little;not at all;moderately
Finland;18;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;very;no;not at all;moderately;not at all
Philippines;22;man;moderately;no;yes;no;yes;no;no;yes;no;yes;no;yes;no;yes;no;yes;not at all;yes;very;extremely;a little
Finland;25;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;moderately;moderately
Finland;21;woman;moderately;yes;yes;yes;yes;no;yes;yes;yes;no;no;yes;yes;yes;yes;no;not at all;yes;not at all;moderately;moderately
Philippines;21;woman;extremely;yes;yes;no;yes;no;no;no;no;yes;no;no;yes;yes;no;yes;moderately;yes;not at all;extremely;not at all
Australia;21;man;moderately;yes;yes;no;no;yes;yes;yes;yes;no;no;no;no;yes;no;no;not at all;yes;very;not at all;very
Australia;21;man;a little;yes;yes;yes;no;yes;yes;no;no;yes;yes;yes;yes;yes;yes;yes;moderately;yes;a little;very;moderately
Finland;19;woman;moderately;yes;no;no;yes;no;no;yes;no;no;no;no;yes;no;no;no;not at all;no;prefer not to say;prefer not to say;prefer not to say
India;19;man;a little;prefer not to say;yes;yes;no;no;no;no;yes;no;yes;yes;yes;yes;yes;yes;a little;yes;moderately;very;not at all
Australia;21;man;moderately;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;no;yes;no;yes;a little;yes;moderately;a little;moderately
India;18;woman;extremely;yes;yes;yes;yes;yes;no;yes;no;no;no;yes;yes;yes;yes;yes;moderately;no;very;a little;a little
Philippines;20;woman;very;yes;no;yes;yes;no;yes;yes;yes;yes;no;no;yes;no;no;no;a little;no;not at all;very;not at all
Finland;16;woman;very;yes;yes;yes;yes;prefer not to say;no;yes;yes;prefer not to say;yes;yes;yes;yes;no;no;a little;yes;a little;moderately;a little
Australia;20;woman;a little;no;no;no;no;no;no;yes;yes;no;no;no;no;no;yes;no;a little;no;not at all;not at all;not at all
Finland;20;man;not worried;no;prefer not to say;yes;no;no;yes;yes;yes;no;no;no;yes;no;no;prefer not to say;not at all;no;a little;extremely;very
United Kingdom;25;woman;moderately;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;not at all;no;not at all;not at all;not at all
France;19;woman;very;yes;no;yes;yes;no;yes;no;no;no;no;yes;no;no;yes;yes;not at all;no;not at all;not at all;not at all
Australia;25;man;moderately;yes;yes;yes;no;no;no;no;yes;yes;yes;yes;no;yes;no;no;not at all;yes;extremely;not at all;very
Australia;21;woman;moderately;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;moderately;no;not at all;not at all;not at all
Philippines;16;man;moderately;no;yes;no;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;a little;yes;not at all;a little;not at all
India;18;woman;very;yes;yes;prefer not to say;yes;yes;yes;yes;yes;yes;yes;prefer not to say;prefer not to say;yes;yes;yes;a little;yes;a little;not at all;prefer not to say
Australia;24;woman;moderately;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;no;not at all;yes;moderately;moderately;moderately
India;20;woman;moderately;yes;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;moderately;yes;not at all;a little;extremely
Australia;20;woman;very;no;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;a little;yes;very;not at all;very
Australia;16;woman;extremely;yes;yes;yes;yes;no;prefer not to say;yes;yes;yes;yes;yes;yes;yes;prefer not to say;prefer not to say;not at all;yes;moderately;not at all;moderately
Finland;23;woman;moderately;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;moderately;no;a little;not at all;a little
Australia;20;woman;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;no;no;prefer not to say;prefer not to say;prefer not to say;no;no;prefer not to say;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
United Kingdom;21;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;extremely;moderately;extremely
Finland;25;man;moderately;no;yes;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;a little;yes;not at all;a little;not at all
Australia;22;man;moderately;no;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Australia;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;no;yes;no;yes;not at all;yes;a little;not at all;very
Portugal;18;woman;extremely;yes;yes;no;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;not at all;yes;moderately;a little;a little
France;24;woman;very;prefer not to say;prefer not to say;yes;prefer not to say;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;yes;prefer not to say;yes;yes;very;no;prefer not to say;moderately;moderately
Australia;25;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;moderately;no;a little;moderately;a little
India;21;man;very;yes;yes;no;no;yes;yes;no;no;yes;yes;no;no;yes;no;yes;not at all;yes;moderately;very;moderately
India;17;man;a little;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;yes;yes;very;yes;a little;moderately;not at all
Australia;24;woman;extremely;no;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;very;not at all;moderately
India;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;extremely;not at all;not at all
Finland;25;man;very;yes;no;no;yes;no;no;yes;no;yes;no;yes;yes;no;no;yes;moderately;yes;moderately;very;a little
Australia;19;woman;not worried;yes;yes;yes;prefer not to say;no;no;yes;no;yes;yes;yes;yes;yes;no;yes;moderately;yes;a little;a little;a little
United Kingdom;18;man;moderately;no;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;yes;not at all;yes;a little;not at all;very
Australia;21;man;very;no;yes;yes;no;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;moderately;no;moderately;moderately;very
France;20;woman;moderately;yes;yes;no;yes;no;no;yes;no;no;no;no;yes;no;no;no;not at all;no;a little;moderately;a little
Philippines;21;woman;extremely;yes;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;a little;no;moderately;moderately;a little
Australia;16;woman;extremely;no;yes;yes;no;yes;no;yes;no;no;yes;yes;no;yes;yes;yes;moderately;no;a little;a little;a little
United Kingdom;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;a little;no;very;not at all;very
Philippines;25;woman;very;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;no;no;yes;very;no;very;a little;a little
France;25;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;prefer not to say;moderately;no;prefer not to say;prefer not to say;prefer not to say
Finland;25;man;a little;yes;yes;yes;no;yes;yes;yes;yes;no;yes;no;prefer not to say;yes;no;no;moderately;yes;moderately;moderately;moderately
Philippines;20;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;yes;not at all;yes;extremely;extremely;moderately
Philippines;23;woman;extremely;yes;yes;yes;yes;no;no;yes;yes;no;yes;no;yes;yes;yes;yes;a little;yes;extremely;not at all;a little
Nigeria;21;woman;extremely;no;yes;yes;yes;yes;no;no;no;no;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;very
France;22;man;very;yes;no;no;yes;no;prefer not to say;no;no;no;yes;no;no;no;prefer not to say;no;moderately;no;not at all;moderately;extremely
Brazil;21;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;no;yes;no;yes;not at all;yes;extremely;not at all;extremely
Philippines;24;man;extremely;yes;no;yes;yes;no;yes;no;yes;yes;yes;yes;no;yes;no;yes;not at all;yes;a little;a little;a little
Australia;24;woman;very;no;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;yes;completely reassured;no;very;very;a little
France;20;man;moderately;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;very;yes;very;very;moderately
Australia;21;woman;very;yes;no;no;yes;yes;yes;no;no;yes;no;no;no;no;no;yes;moderately;no;moderately;moderately;moderately
Australia;21;woman;very;no;yes;no;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;moderately;yes;moderately;moderately;moderately
Australia;24;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;no;yes;yes;no;no;not at all;yes;not at all;a little;very
France;20;man;very;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;no;moderately;yes;not at all;very;not at all
Finland;18;woman;very;no;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;yes;yes;yes;not at all;yes;a little;a little;extremely
Brazil;23;man;extremely;yes;no;yes;yes;no;yes;yes;no;no;no;yes;yes;yes;yes;yes;not at all;yes;very;not at all;very
Nigeria;25;man;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;no;yes;yes;no;no;yes;a little;no;moderately;a little;moderately
Brazil;19;woman;very;no;no;yes;yes;no;yes;yes;no;yes;no;no;yes;yes;no;no;a little;yes;moderately;not at all;not at all
Brazil;24;man;extremely;yes;yes;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;not at all;yes;a little;moderately;a little
Finland;23;woman;very;yes;no;yes;yes;yes;yes;no;no;no;no;yes;yes;yes;no;no;prefer not to say;no;not at all;moderately;not at all
Finland;18;man;not worried;no;yes;no;no;no;yes;no;no;yes;no;yes;no;no;no;no;a little;no;moderately;not at all;a little
Australia;25;man;very;yes;yes;yes;yes;no;no;yes;no;yes;no;yes;no;yes;no;yes;moderately;yes;very;extremely;very
Philippines;22;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;very;no;moderately;extremely;moderately
Australia;23;man;very;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;a little;no;a little;a little;a little
Portugal;25;woman;very;yes;no;yes;yes;no;no;no;yes;yes;no;no;no;yes;no;no;moderately;yes;moderately;very;moderately
Philippines;19;woman;very;yes;no;yes;yes;no;no;no;no;yes;yes;yes;no;yes;no;yes;a little;yes;moderately;very;moderately
Brazil;23;man;very;yes;yes;yes;yes;no;yes;no;yes;yes;yes;no;yes;yes;yes;no;not at all;yes;very;a little;very
United States;18;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Finland;23;woman;moderately;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;moderately;moderately;moderately
France;25;woman;a little;yes;no;no;yes;no;no;no;no;no;no;yes;yes;no;yes;yes;not at all;no;a little;moderately;not at all
Brazil;25;woman;very;yes;no;yes;yes;no;yes;no;no;no;no;no;no;yes;no;prefer not to say;not at all;yes;a little;not at all;very
Finland;21;man;moderately;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;a little;no;a little;very;not at all
Australia;18;woman;moderately;yes;yes;yes;no;no;no;yes;yes;yes;yes;no;no;yes;no;no;not at all;yes;moderately;extremely;moderately
France;25;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;prefer not to say;prefer not to say;prefer not to say;very;moderately
Brazil;23;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;moderately;no;not at all;prefer not to say;not at all
India;21;woman;prefer not to say;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;prefer not to say;yes;no;yes;yes;prefer not to say;yes;extremely;not at all;a little
Finland;18;man;moderately;yes;yes;no;no;no;yes;no;yes;no;no;yes;yes;yes;no;yes;not at all;yes;a little;a little;not at all
Portugal;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;yes;yes;no;yes;a little;yes;moderately;moderately;moderately
Philippines;24;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;no;yes;not at all;no;moderately;moderately;very
Philippines;25;woman;moderately;yes;yes;yes;no;no;yes;no;no;yes;yes;no;yes;yes;yes;yes;moderately;no;moderately;a little;a little
France;18;woman;very;yes;yes;prefer not to say;yes;no;yes;yes;no;prefer not to say;no;no;no;yes;no;no;moderately;no;a little;a little;prefer not to say
United States;16;woman;moderately;prefer not to say;prefer not to say;yes;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
United Kingdom;21;woman;very;yes;yes;yes;yes;no;no;yes;yes;no;no;no;no;yes;no;no;completely reassured;prefer not to say;not at all;extremely;a little
Philippines;24;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;moderately;moderately;a little
Philippines;25;man;extremely;yes;no;yes;yes;yes;no;no;no;yes;no;no;no;no;no;yes;moderately;yes;moderately;a little;moderately
Brazil;20;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
Australia;21;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;yes;not at all;not at all;not at all
Finland;24;woman;moderately;no;yes;no;no;no;no;no;yes;no;no;no;no;no;yes;no;not at all;no;not at all;a little;not at all
Finland;24;woman;very;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;yes;moderately;no;moderately;moderately;moderately
France;17;woman;moderately;no;no;no;no;no;yes;no;no;no;no;yes;no;no;yes;yes;moderately;no;a little;a little;a little
Australia;17;woman;very;yes;no;yes;yes;no;yes;yes;yes;no;no;no;no;no;no;no;not at all;yes;a little;a little;prefer not to say
Australia;23;woman;very;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;very;a little;a little
Philippines;25;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;very;moderately;very
Australia;16;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;no;no;no;no;no;no;no;moderately;no;not at all;a little;moderately
India;22;man;a little;yes;yes;no;no;yes;yes;no;no;no;no;yes;yes;no;no;no;a little;yes;a little;very;not at all
Philippines;18;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;moderately;no;not at all;very;not at all
Finland;18;man;extremely;yes;yes;yes;yes;no;yes;no;no;no;yes;yes;yes;yes;yes;yes;not at all;yes;moderately;a little;extremely
Finland;20;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;yes;very;extremely;moderately
India;22;woman;extremely;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;yes;yes;no;no;a little;no;moderately;a little;a little
Australia;20;man;very;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;prefer not to say;prefer not to say;prefer not to say
United States;22;man;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
